cf_id,contact_id,company_name,project_description,outcome,backers_count,country,currency,launch_date,end_date,category_id,subcategory_id
749,4881,Lynch Ltd,Virtual analyzing collaboration,successful,52,US,USD,2020-06-12,2021-04-30,cat4,subcat4
1336,3928,Sanders LLC,Multi-tiered explicit focus group,failed,1825,US,USD,2021-02-01,2022-01-16,cat2,subcat8
2390,1803,Cooper LLC,Multi-layered systematic knowledgebase,failed,31,US,USD,2021-03-13,2021-12-08,cat4,subcat4
851,2321,Palmer Ltd,Reverse-engineered uniform knowledge user,successful,290,US,USD,2021-10-26,2021-11-09,cat4,subcat4
2394,6234,Santos Group,Secured dynamic capacity,successful,122,US,USD,2020-12-13,2021-04-30,cat2,subcat6
1062,1422,"Christian, Kim and Jimenez",Devolved foreground throughput,successful,1470,US,USD,2021-07-11,2021-09-17,cat2,subcat8
1024,2660,"Williams, Price and Hurley",Synchronized demand-driven infrastructure,successful,165,CA,CAD,2020-12-13,2021-08-15,cat5,subcat5
1261,5361,"Anderson, Parks and Estrada",Realigned discrete structure,successful,182,US,USD,2020-11-02,2021-09-04,cat6,subcat19
2029,3420,Collins-Martinez,Progressive grid-enabled website,successful,199,IT,EUR,2020-10-04,2021-07-20,cat5,subcat5
267,4337,Barrett Inc,Organic cohesive neural-net,successful,56,GB,GBP,2020-12-05,2021-12-04,cat5,subcat20
3140,2338,Adams-Rollins,Integrated demand-driven info-mediaries,failed,107,US,USD,2021-03-25,2021-10-04,cat4,subcat4
2599,4140,Wright-Bryant,Reverse-engineered client-server extranet,successful,1460,AU,AUD,2020-06-20,2021-05-23,cat1,subcat1
1505,2373,Berry-Cannon,Organized discrete encoding,failed,27,US,USD,2020-11-10,2021-03-17,cat4,subcat4
2736,1344,Davis-Gonzalez,Balanced regional flexibility,failed,1221,US,USD,2020-05-11,2021-06-01,cat5,subcat5
2444,2141,Best-Young,Implemented multimedia time-frame,successful,123,CH,CHF,2020-08-19,2021-06-02,cat2,subcat18
212,3415,"Powers, Smith and Deleon",Enhanced uniform service-desk,failed,1,US,USD,2020-09-23,2021-06-06,cat3,subcat3
1226,5696,Hogan Group,Versatile bottom-line definition,successful,159,US,USD,2021-05-01,2022-01-18,cat2,subcat2
2381,1798,"Wang, Silva and Byrd",Integrated bifurcated software,successful,110,US,USD,2021-01-11,2021-07-02,cat3,subcat3
2510,1657,Parker-Morris,Assimilated next generation instruction set,live,14,US,USD,2020-02-15,2021-02-23,cat6,subcat10
182,3651,"Rodriguez, Johnson and Jackson",Digitized foreground array,failed,16,US,USD,2020-06-16,2021-05-25,cat6,subcat16
1340,3574,Haynes PLC,Re-engineered clear-thinking project,successful,236,US,USD,2020-08-29,2021-10-06,cat4,subcat4
663,6063,Hayes Group,Implemented even-keeled standardization,successful,191,US,USD,2020-10-11,2021-07-04,cat5,subcat5
167,2404,"White, Pena and Calhoun",Quality-focused asymmetric adapter,failed,41,US,USD,2020-11-21,2021-11-18,cat4,subcat4
3143,2705,Bryant-Pope,Networked intangible help-desk,successful,3934,US,USD,2021-02-04,2021-08-06,cat7,subcat12
1571,5059,"Gates, Li and Thompson",Synchronized attitude-oriented frame,successful,80,CA,CAD,2020-08-19,2021-04-27,cat4,subcat4
1216,5466,King-Morris,Proactive incremental architecture,canceled,296,US,USD,2020-11-27,2021-06-29,cat4,subcat4
237,5821,"Carter, Cole and Curtis",Cloned responsive standardization,successful,462,US,USD,2020-09-08,2021-04-12,cat3,subcat3
1524,5385,Sanchez-Parsons,Reduced bifurcated pricing structure,successful,179,US,USD,2020-08-26,2021-08-05,cat5,subcat7
218,3506,Rivera-Pearson,Re-engineered asymmetric challenge,failed,523,AU,AUD,2021-02-21,2021-03-13,cat5,subcat7
2508,5427,"Ramirez, Padilla and Barrera",Diverse client-driven conglomeration,failed,141,GB,GBP,2021-02-26,2021-05-02,cat4,subcat4
1873,6142,Riggs Group,Configurable upward-trending solution,successful,1866,GB,GBP,2021-01-30,2021-06-11,cat5,subcat20
1378,2873,Clements Ltd,Persistent bandwidth-monitored framework,failed,52,US,USD,2020-07-07,2021-07-27,cat8,subcat15
2488,3916,Cooper Inc,Polarized discrete product,live,27,GB,GBP,2020-11-13,2021-03-21,cat5,subcat13
2924,1687,Jones-Gonzalez,Seamless dynamic website,successful,156,CH,CHF,2020-06-16,2021-01-24,cat6,subcat16
316,1542,Fox Ltd,Extended multimedia firmware,failed,225,AU,AUD,2020-11-18,2021-11-16,cat4,subcat4
531,3087,"Green, Murphy and Webb",Versatile directional project,successful,255,US,USD,2020-09-03,2021-04-30,cat5,subcat11
435,3857,Stevenson PLC,Profound directional knowledge user,failed,38,US,USD,2021-02-19,2021-07-23,cat3,subcat3
1381,5921,Soto-Anthony,Ameliorated logistical capability,successful,2261,US,USD,2020-10-13,2021-02-22,cat2,subcat22
2606,3144,Wise and Sons,Sharable discrete definition,successful,40,US,USD,2020-07-15,2021-07-29,cat4,subcat4
2402,2676,Butler-Barr,User-friendly next generation core,successful,2289,IT,EUR,2021-12-08,2022-01-01,cat4,subcat4
761,3646,"Wilson, Jefferson and Anderson",Profit-focused empowering system engine,successful,65,US,USD,2020-12-17,2021-07-03,cat4,subcat4
1447,1321,Brown-Oliver,Synchronized cohesive encoding,failed,15,US,USD,2021-11-23,2021-12-06,cat1,subcat1
1724,1399,Davis-Gardner,Synergistic dynamic utilization,failed,37,US,USD,2020-04-21,2021-04-24,cat4,subcat4
1050,3169,Dawson Group,Triple-buffered bi-directional model,successful,3777,IT,EUR,2021-03-07,2021-03-22,cat3,subcat3
443,2058,Turner-Terrell,Polarized tertiary function,successful,184,GB,GBP,2020-10-14,2021-06-06,cat4,subcat4
974,1300,"Hall, Buchanan and Benton",Configurable fault-tolerant structure,successful,85,US,USD,2021-08-05,2022-01-02,cat4,subcat4
534,2075,"Lowery, Hayden and Cruz",Digitized 24/7 budgetary management,failed,112,US,USD,2021-06-03,2021-06-18,cat4,subcat4
289,2984,"Mora, Miller and Harper",Stand-alone zero tolerance algorithm,successful,144,US,USD,2021-01-31,2021-06-07,cat2,subcat2
2046,4768,Espinoza Group,Implemented tangible support,successful,1902,US,USD,2021-01-29,2021-07-16,cat4,subcat4
2614,3682,"Davis, Crawford and Lopez",Reactive radical framework,successful,105,US,USD,2020-12-26,2021-04-22,cat4,subcat4
2652,5901,"Richards, Stevens and Fleming",Object-based full-range knowledge user,successful,132,US,USD,2021-02-11,2021-06-13,cat4,subcat4
1303,3540,Brown Ltd,Enhanced composite contingency,failed,21,US,USD,2020-09-08,2021-01-11,cat4,subcat4
2638,2225,"Tapia, Sandoval and Hurley",Cloned fresh-thinking model,canceled,976,US,USD,2021-11-08,2022-01-26,cat5,subcat5
2865,1485,Allen Inc,Total dedicated benchmark,successful,96,US,USD,2020-07-20,2021-04-25,cat6,subcat14
640,5343,"Williams, Johnson and Campbell",Streamlined human-resource Graphic Interface,failed,67,US,USD,2020-09-14,2021-04-07,cat7,subcat12
910,5594,Wiggins Ltd,Upgradable analyzing core,live,66,CA,CAD,2021-04-27,2021-11-24,cat3,subcat3
333,2482,Luna-Horne,Profound exuding pricing structure,failed,78,US,USD,2020-05-18,2021-05-17,cat4,subcat4
1722,2706,Allen Inc,Horizontal optimizing model,failed,67,AU,AUD,2021-03-14,2021-06-20,cat4,subcat4
1437,4861,"Peterson, Gonzalez and Spencer",Synchronized fault-tolerant algorithm,successful,114,US,USD,2020-09-16,2021-07-10,cat1,subcat1
806,2961,Walter Inc,Streamlined 5thgeneration intranet,failed,263,AU,AUD,2020-12-20,2021-01-31,cat8,subcat15
1563,3043,"Sanders, Farley and Huffman",Cross-group clear-thinking task-force,failed,1691,US,USD,2021-04-08,2021-12-18,cat8,subcat15
878,6103,"Hall, Holmes and Walker",Public-key bandwidth-monitored intranet,failed,181,US,USD,2021-02-17,2021-06-05,cat4,subcat4
2968,4708,Smith-Powell,Upgradable clear-thinking hardware,failed,13,US,USD,2021-09-09,2021-10-21,cat4,subcat4
1876,4395,Smith-Hill,Integrated holistic paradigm,canceled,160,US,USD,2021-05-09,2021-06-18,cat5,subcat5
2686,4912,Wright LLC,Seamless clear-thinking conglomeration,successful,203,US,USD,2021-02-22,2021-02-28,cat3,subcat3
513,2030,"Williams, Orozco and Gomez",Persistent content-based methodology,failed,1,US,USD,2021-04-22,2021-08-20,cat4,subcat4
3165,5235,Peterson Ltd,Re-engineered 24hour matrix,successful,1559,US,USD,2020-04-26,2021-02-28,cat2,subcat2
1847,5001,Cummings-Hayes,Virtual multi-tasking core,canceled,2266,US,USD,2020-07-20,2021-07-24,cat5,subcat5
1994,4093,Boyle Ltd,Streamlined fault-tolerant conglomeration,failed,21,US,USD,2021-03-07,2021-09-06,cat5,subcat23
201,2576,"Henderson, Parker and Diaz",Enterprise-wide client-driven policy,successful,1548,AU,AUD,2021-07-19,2021-12-03,cat3,subcat3
960,6122,Moss-Obrien,Function-based next generation emulation,successful,80,US,USD,2021-04-20,2021-05-15,cat4,subcat4
1475,2813,Wood Inc,Re-engineered composite focus group,failed,830,US,USD,2020-08-17,2021-08-05,cat5,subcat23
3149,3737,"Riley, Cohen and Goodman",Profound mission-critical function,successful,131,US,USD,2020-08-17,2021-04-06,cat4,subcat4
877,2803,"Green, Robinson and Ho",De-engineered zero-defect open system,successful,112,US,USD,2021-07-15,2021-10-04,cat5,subcat11
2122,5508,Black-Graham,Operative hybrid utilization,failed,130,US,USD,2021-09-17,2021-10-03,cat6,subcat19
923,3850,Robbins Group,Function-based interactive matrix,failed,55,US,USD,2021-02-04,2021-03-07,cat3,subcat3
1809,4220,"Mason, Case and May",Optimized content-based collaboration,successful,155,US,USD,2021-04-18,2021-11-16,cat6,subcat19
3209,4532,"Harris, Russell and Mitchell",User-centric cohesive policy,successful,266,US,USD,2021-01-21,2021-11-02,cat1,subcat1
1951,6013,Rodriguez-Robinson,Ergonomic methodical hub,failed,114,IT,EUR,2021-07-23,2021-11-25,cat8,subcat15
2566,3396,"Peck, Higgins and Smith",Devolved disintermediate encryption,successful,155,US,USD,2020-04-25,2021-03-28,cat4,subcat4
2925,4401,Nunez-King,Phased clear-thinking policy,successful,207,GB,GBP,2020-04-09,2021-03-05,cat2,subcat2
3087,2981,Davis and Sons,Seamless solution-oriented capacity,successful,245,US,USD,2020-10-08,2021-08-23,cat4,subcat4
2040,4467,Howard-Douglas,Organized human-resource attitude,successful,1573,US,USD,2020-09-22,2021-04-06,cat2,subcat22
1755,1377,Gonzalez-White,Open-architected disintermediate budgetary management,successful,114,US,USD,2020-12-21,2021-10-27,cat1,subcat1
965,5036,Lopez-King,Multi-lateral radical solution,successful,93,US,USD,2021-04-25,2021-09-11,cat4,subcat4
2019,5761,Glover-Nelson,Inverse context-sensitive info-mediaries,failed,594,US,USD,2021-04-10,2021-05-18,cat4,subcat4
843,3699,Garner and Sons,Versatile neutral workforce,failed,24,US,USD,2020-09-17,2021-04-26,cat5,subcat20
1593,4519,"Sellers, Roach and Garrison",Multi-tiered systematic knowledge user,successful,1681,US,USD,2020-12-18,2021-03-15,cat3,subcat3
2494,5395,"Herrera, Bennett and Silva",Programmable multi-state algorithm,failed,252,US,USD,2020-07-30,2021-05-04,cat4,subcat4
2250,3057,"Thomas, Clay and Mendoza",Multi-channeled reciprocal interface,successful,32,US,USD,2020-05-13,2021-03-06,cat2,subcat8
1498,2741,Ayala Group,Right-sized maximized migration,successful,135,US,USD,2020-07-22,2021-08-07,cat4,subcat4
356,1675,"Huerta, Roberts and Dickerson",Self-enabling value-added artificial intelligence,successful,140,US,USD,2021-02-28,2021-08-08,cat4,subcat4
1432,2712,Johnson Group,Vision-oriented interactive solution,failed,67,US,USD,2021-04-22,2022-01-08,cat1,subcat1
25,4527,"Bailey, Nguyen and Martinez",Fundamental user-facing productivity,successful,92,US,USD,2021-08-10,2021-08-20,cat7,subcat12
488,1722,"Williams, Martin and Meyer",Innovative well-modulated capability,successful,1015,GB,GBP,2020-07-17,2021-03-03,cat4,subcat4
423,4330,Huff-Johnson,Universal fault-tolerant orchestration,failed,742,US,USD,2021-03-27,2021-11-17,cat6,subcat10
2028,5219,Diaz-Little,Grass-roots executive synergy,successful,323,US,USD,2021-06-26,2021-07-10,cat3,subcat3
1521,4997,Freeman-French,Multi-layered optimal application,failed,75,US,USD,2020-02-21,2021-02-23,cat5,subcat5
2780,2239,Beck-Weber,Business-focused full-range core,successful,2326,US,USD,2021-06-22,2021-12-17,cat5,subcat5
2316,4587,Lewis-Jacobson,Exclusive system-worthy Graphic Interface,successful,381,US,USD,2021-04-14,2021-05-29,cat4,subcat4
2247,4113,Logan-Curtis,Enhanced optimal ability,failed,4405,US,USD,2020-11-21,2021-01-19,cat2,subcat2
2408,4762,"Chan, Washington and Callahan",Optional zero administration neural-net,failed,92,US,USD,2021-04-12,2021-07-02,cat2,subcat2
3184,5242,Wilson Group,Ameliorated foreground focus group,successful,480,US,USD,2020-07-18,2021-03-28,cat5,subcat5
1680,5765,"Gardner, Ryan and Gutierrez",Triple-buffered multi-tasking matrices,failed,64,US,USD,2021-03-02,2021-09-20,cat6,subcat16
2585,2185,Hernandez Inc,Versatile dedicated migration,successful,226,US,USD,2021-06-12,2021-08-18,cat6,subcat19
1561,5500,Ortiz-Roberts,Devolved foreground customer loyalty,failed,64,US,USD,2021-06-09,2021-06-18,cat5,subcat7
2632,3494,Ramirez LLC,Reduced reciprocal focus group,successful,241,US,USD,2020-12-09,2021-05-26,cat2,subcat2
439,3924,Morrow Inc,Networked global migration,successful,132,US,USD,2020-06-14,2021-02-09,cat5,subcat7
461,3521,Erickson-Rogers,De-engineered even-keeled definition,canceled,75,IT,EUR,2021-07-03,2021-07-08,cat8,subcat15
1419,5262,"Leach, Rich and Price",Implemented bi-directional flexibility,failed,842,US,USD,2021-11-15,2021-12-07,cat6,subcat19
2986,3684,Manning-Hamilton,Vision-oriented scalable definition,successful,2043,US,USD,2020-12-29,2021-05-30,cat1,subcat1
2031,5784,Butler LLC,Future-proofed upward-trending migration,failed,112,US,USD,2021-10-15,2021-11-30,cat4,subcat4
1627,1498,Ball LLC,Right-sized full-range throughput,canceled,139,IT,EUR,2021-11-06,2021-12-10,cat4,subcat4
2175,6073,"Taylor, Santiago and Flores",Polarized composite customer loyalty,failed,374,US,USD,2020-10-08,2021-04-11,cat2,subcat8
1788,4939,"Hernandez, Norton and Kelley",Expanded eco-centric policy,canceled,1122,US,USD,2020-12-30,2021-08-18,cat1,subcat1
